Yıl,Ay,Gün,Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama
2024,Mayıs,11,2024-05-11,Banka Kartı,7644.04,Ulaşım,Araç kiralama
2024,Şubat,19,2024-02-19,Kredi Kartı,1456.32,Ulaşım,Araç kiralama
2024,Şubat,16,2024-02-16,Banka Kartı,2804.53,Gıda,Yemek
2024,Mayıs,28,2024-05-28,Dijital Cüzdan,5972.69,Giyim,Aksesuar
2024,Haziran,7,2024-06-07,Banka Kartı,802.57,Fatura,Elektrik
2024,Mayıs,27,2024-05-27,Kredi Kartı,5323.55,Fatura,Su
2024,Ocak,16,2024-01-16,Nakit,3084.17,Sağlık,Hastane
2024,Mart,13,2024-03-13,Dijital Cüzdan,6425.53,Giyim,Kıyafet
2024,Nisan,17,2024-04-17,Banka Kartı,6028.76,Abonelikler,Yazılım
2024,Şubat,24,2024-02-24,Kredi Kartı,7518.4,Fatura,Elektrik
2024,Ocak,3,2024-01-03,Banka Kartı,9595.05,Eğlence,Sinema
2024,Haziran,26,2024-06-26,Dijital Cüzdan,4216.89,Abonelikler,Dergi
2024,Nisan,1,2024-04-01,Nakit,5838.48,Ulaşım,Benzin
2024,Ocak,8,2024-01-08,Banka Kartı,4065.02,Giyim,Kıyafet
2024,Mayıs,7,2024-05-07,Nakit,5370.55,Gıda,Restoran
2024,Şubat,12,2024-02-12,Nakit,8529.85,Eğlence,Sinema
2024,Mayıs,16,2024-05-16,Dijital Cüzdan,7174.61,Ulaşım,Toplu taşıma
2024,Haziran,21,2024-06-21,Kredi Kartı,6526.74,Ulaşım,Benzin
2024,Ocak,24,2024-01-24,Nakit,10920.22,Ulaşım,Benzin
2024,Mayıs,26,2024-05-26,Banka Kartı,960.81,Giyim,Kıyafet
2024,Mayıs,21,2024-05-21,Banka Kartı,9937.26,Eğlence,Sinema
2024,Mayıs,20,2024-05-20,Nakit,7899.23,Eğlence,Etkinlik
2024,Mayıs,16,2024-05-16,Kredi Kartı,7608.12,Gıda,Restoran
2024,Haziran,30,2024-06-30,Kredi Kartı,6653.94,Ulaşım,Benzin
2024,Mart,24,2024-03-24,Nakit,8963.69,Eğlence,Etkinlik
2024,Mayıs,18,2024-05-18,Dijital Cüzdan,5467.34,Eğlence,Konser
2024,Haziran,1,2024-06-01,Dijital Cüzdan,1714.13,Eğlence,Sinema
2024,Mayıs,11,2024-05-11,Nakit,7331.04,Sağlık,Doktor
2024,Mart,12,2024-03-12,Kredi Kartı,3348.52,Sağlık,Hastane
2024,Şubat,23,2024-02-23,Nakit,3104.24,Giyim,Kıyafet
2024,Nisan,9,2024-04-09,Kredi Kartı,9446.18,Fatura,Doğalgaz
2024,Mart,30,2024-03-30,Nakit,6685.15,Ulaşım,Araç kiralama
2024,Ocak,21,2024-01-21,Kredi Kartı,4498.09,Eğlence,Konser
2024,Mart,23,2024-03-23,Kredi Kartı,906.87,Gıda,Market alışverişi
2024,Nisan,11,2024-04-11,Banka Kartı,7802.8,Giyim,Aksesuar
2024,Haziran,24,2024-06-24,Banka Kartı,4648.56,Ulaşım,Benzin
2024,Mayıs,17,2024-05-17,Dijital Cüzdan,2423.42,Eğlence,Etkinlik
2024,Mart,24,2024-03-24,Dijital Cüzdan,4638.95,Fatura,Elektrik
2024,Ocak,21,2024-01-21,Nakit,3656.31,Eğlence,Etkinlik
2024,Şubat,8,2024-02-08,Nakit,7551.5,Abonelikler,Dergi
2024,Şubat,23,2024-02-23,Kredi Kartı,7045.05,Abonelikler,Dergi
2024,Haziran,4,2024-06-04,Nakit,10113.64,Abonelikler,Online hizmet
2024,Şubat,6,2024-02-06,Nakit,2591.91,Fatura,Doğalgaz
2024,Nisan,22,2024-04-22,Nakit,3739.65,Fatura,Doğalgaz
2024,Nisan,16,2024-04-16,Nakit,8404.76,Abonelikler,Yazılım
2024,Ocak,24,2024-01-24,Nakit,4426.79,Giyim,Aksesuar
2024,Mayıs,25,2024-05-25,Kredi Kartı,1.0,Giyim,Aksesuar
2024,Mart,12,2024-03-12,Kredi Kartı,1.0,Abonelikler,Dergi
2024,Mayıs,15,2024-05-15,Dijital Cüzdan,3641.92,Ulaşım,Benzin
2024,Haziran,2,2024-06-02,Nakit,6323.17,Giyim,Ayakkabı
2024,Ocak,3,2024-01-03,Banka Kartı,1690.73,Abonelikler,Yazılım
2024,Haziran,27,2024-06-27,Kredi Kartı,5717.87,Eğlence,Etkinlik
2024,Haziran,8,2024-06-08,Kredi Kartı,6796.01,Ulaşım,Toplu taşıma
2024,Ocak,17,2024-01-17,Kredi Kartı,7933.61,Eğlence,Etkinlik
2024,Haziran,1,2024-06-01,Nakit,3509.64,Abonelikler,Yazılım
2024,Şubat,29,2024-02-29,Nakit,129.77,Ulaşım,Benzin
2024,Mayıs,14,2024-05-14,Kredi Kartı,4346.71,Eğlence,Etkinlik
2024,Şubat,25,2024-02-25,Nakit,6208.95,Eğlence,Konser
2024,Şubat,13,2024-02-13,Dijital Cüzdan,7046.06,Abonelikler,Dergi
2024,Şubat,1,2024-02-01,Banka Kartı,9460.65,Eğlence,Konser
2024,Ocak,27,2024-01-27,Kredi Kartı,4140.92,Fatura,Su
2024,Nisan,2,2024-04-02,Banka Kartı,2062.72,Eğlence,Konser
2024,Mayıs,27,2024-05-27,Kredi Kartı,8486.81,Eğlence,Etkinlik
2024,Nisan,29,2024-04-29,Kredi Kartı,5967.45,Ulaşım,Benzin
2024,Mayıs,6,2024-05-06,Dijital Cüzdan,3765.4,Abonelikler,Online hizmet
2024,Mart,29,2024-03-29,Kredi Kartı,7735.87,Giyim,Kıyafet
2024,Şubat,17,2024-02-17,Nakit,6337.73,Ulaşım,Benzin
2024,Mart,4,2024-03-04,Banka Kartı,7784.05,Sağlık,Hastane
2024,Mayıs,23,2024-05-23,Dijital Cüzdan,3363.98,Gıda,Restoran
2024,Ocak,5,2024-01-05,Banka Kartı,3343.84,Sağlık,İlaç
2024,Şubat,17,2024-02-17,Kredi Kartı,5858.82,Sağlık,Hastane
2024,Şubat,3,2024-02-03,Banka Kartı,7787.37,Sağlık,Hastane
2024,Mart,26,2024-03-26,Kredi Kartı,267.27,Giyim,Kıyafet
2024,Şubat,7,2024-02-07,Kredi Kartı,7010.58,Fatura,Doğalgaz
2024,Mart,21,2024-03-21,Banka Kartı,11436.48,Abonelikler,Yazılım
2024,Mayıs,29,2024-05-29,Banka Kartı,8801.1,Abonelikler,Yazılım
2024,Mart,2,2024-03-02,Banka Kartı,1524.3,Ulaşım,Benzin
2024,Mayıs,20,2024-05-20,Banka Kartı,7181.02,Ulaşım,Benzin
2024,Nisan,1,2024-04-01,Nakit,7602.28,Eğlence,Sinema
2024,Mayıs,4,2024-05-04,Nakit,2059.84,Sağlık,İlaç
2024,Nisan,20,2024-04-20,Dijital Cüzdan,9224.56,Sağlık,Doktor
2024,Mayıs,16,2024-05-16,Banka Kartı,1.0,Sağlık,İlaç
2024,Ocak,3,2024-01-03,Banka Kartı,3585.53,Eğlence,Sinema
2024,Haziran,18,2024-06-18,Banka Kartı,6341.53,Ulaşım,Benzin
2024,Nisan,7,2024-04-07,Banka Kartı,1844.48,Gıda,Market alışverişi
2024,Nisan,14,2024-04-14,Kredi Kartı,4081.66,Giyim,Kıyafet
2024,Ocak,11,2024-01-11,Banka Kartı,5679.35,Giyim,Aksesuar
2024,Haziran,24,2024-06-24,Banka Kartı,912.9,Sağlık,Doktor
2024,Nisan,10,2024-04-10,Nakit,2732.9,Gıda,Restoran
2024,Nisan,28,2024-04-28,Banka Kartı,6836.4,Fatura,Doğalgaz
2024,Mayıs,4,2024-05-04,Banka Kartı,8621.56,Abonelikler,Dergi
2024,Şubat,13,2024-02-13,Kredi Kartı,8312.53,Ulaşım,Toplu taşıma
2024,Şubat,16,2024-02-16,Kredi Kartı,1728.53,Giyim,Aksesuar
2024,Şubat,28,2024-02-28,Banka Kartı,6967.16,Giyim,Kıyafet
2024,Ocak,25,2024-01-25,Banka Kartı,9899.29,Fatura,Doğalgaz
2024,Şubat,2,2024-02-02,Nakit,1794.7,Gıda,Market alışverişi
2024,Nisan,11,2024-04-11,Banka Kartı,1.0,Fatura,Elektrik
2024,Mart,17,2024-03-17,Kredi Kartı,6979.7,Ulaşım,Araç kiralama
2024,Mart,20,2024-03-20,Nakit,1.0,Eğlence,Sinema
2024,Ocak,7,2024-01-07,Banka Kartı,7989.53,Fatura,Su
2024,Mayıs,26,2024-05-26,Nakit,8466.04,Gıda,Yemek
2024,Haziran,5,2024-06-05,Kredi Kartı,4801.48,Eğlence,Konser
2024,Mart,22,2024-03-22,Kredi Kartı,5132.82,Eğlence,Etkinlik
2024,Mayıs,13,2024-05-13,Nakit,9419.89,Sağlık,İlaç
2024,Şubat,29,2024-02-29,Dijital Cüzdan,8470.26,Abonelikler,Dergi
2024,Mayıs,16,2024-05-16,Banka Kartı,1356.78,Abonelikler,Online hizmet
2024,Mart,6,2024-03-06,Dijital Cüzdan,4614.72,Abonelikler,Online hizmet
2024,Mayıs,3,2024-05-03,Dijital Cüzdan,3800.71,Eğlence,Sinema
2024,Ocak,9,2024-01-09,Kredi Kartı,4534.95,Sağlık,Hastane
2024,Mayıs,31,2024-05-31,Banka Kartı,5714.57,Sağlık,İlaç
2024,Mart,24,2024-03-24,Banka Kartı,6573.0,Gıda,Restoran
2024,Şubat,6,2024-02-06,Banka Kartı,4378.57,Ulaşım,Toplu taşıma
2024,Ocak,9,2024-01-09,Kredi Kartı,14308.13,Gıda,Market alışverişi
2024,Mart,27,2024-03-27,Kredi Kartı,1242.87,Gıda,Market alışverişi
2024,Mart,27,2024-03-27,Nakit,3960.68,Gıda,Restoran
2024,Haziran,8,2024-06-08,Dijital Cüzdan,6943.28,Sağlık,Doktor
2024,Mart,14,2024-03-14,Banka Kartı,9233.07,Sağlık,Doktor
2024,Şubat,20,2024-02-20,Nakit,7301.66,Giyim,Ayakkabı
2024,Haziran,15,2024-06-15,Banka Kartı,4786.89,Eğlence,Konser
2024,Şubat,13,2024-02-13,Kredi Kartı,1.0,Fatura,Su
2024,Mayıs,11,2024-05-11,Dijital Cüzdan,3247.4,Gıda,Yemek
2024,Mayıs,11,2024-05-11,Kredi Kartı,9709.5,Fatura,Su
2024,Haziran,24,2024-06-24,Nakit,1392.84,Gıda,Market alışverişi
2024,Şubat,19,2024-02-19,Banka Kartı,6114.52,Sağlık,Hastane
2024,Ocak,2,2024-01-02,Dijital Cüzdan,3322.58,Sağlık,Hastane
2024,Mart,17,2024-03-17,Banka Kartı,5903.78,Fatura,Doğalgaz
2024,Mart,3,2024-03-03,Banka Kartı,3865.36,Sağlık,İlaç
2024,Şubat,3,2024-02-03,Dijital Cüzdan,1666.63,Sağlık,Hastane
2024,Haziran,26,2024-06-26,Banka Kartı,8495.61,Abonelikler,Yazılım
2024,Haziran,22,2024-06-22,Kredi Kartı,4945.75,Eğlence,Sinema
2024,Mayıs,16,2024-05-16,Banka Kartı,1.0,Abonelikler,Dergi
2024,Nisan,18,2024-04-18,Banka Kartı,1.0,Eğlence,Etkinlik
2024,Haziran,22,2024-06-22,Dijital Cüzdan,4803.17,Abonelikler,Dergi
2024,Haziran,28,2024-06-28,Banka Kartı,3688.26,Sağlık,İlaç
2024,Şubat,13,2024-02-13,Dijital Cüzdan,1.0,Ulaşım,Toplu taşıma
2024,Haziran,22,2024-06-22,Nakit,4495.96,Sağlık,Doktor
2024,Ocak,18,2024-01-18,Dijital Cüzdan,3844.21,Ulaşım,Toplu taşıma
2024,Ocak,17,2024-01-17,Dijital Cüzdan,4436.6,Eğlence,Etkinlik
2024,Şubat,17,2024-02-17,Dijital Cüzdan,3862.7,Gıda,Market alışverişi
2024,Mart,12,2024-03-12,Kredi Kartı,5911.54,Sağlık,İlaç
2024,Şubat,26,2024-02-26,Dijital Cüzdan,7751.96,Ulaşım,Benzin
2024,Şubat,12,2024-02-12,Nakit,7456.24,Sağlık,Doktor
2024,Şubat,8,2024-02-08,Nakit,4968.18,Gıda,Yemek
2024,Ocak,5,2024-01-05,Kredi Kartı,3792.99,Gıda,Restoran
2024,Haziran,24,2024-06-24,Nakit,8883.91,Abonelikler,Yazılım
2024,Mayıs,16,2024-05-16,Nakit,1.0,Abonelikler,Online hizmet
2024,Ocak,8,2024-01-08,Kredi Kartı,1038.57,Ulaşım,Benzin
2024,Ocak,21,2024-01-21,Dijital Cüzdan,5720.23,Ulaşım,Benzin
2024,Şubat,4,2024-02-04,Kredi Kartı,4621.08,Giyim,Kıyafet
2024,Şubat,10,2024-02-10,Dijital Cüzdan,2414.41,Ulaşım,Toplu taşıma
2024,Ocak,6,2024-01-06,Kredi Kartı,2515.02,Abonelikler,Online hizmet
2024,Haziran,24,2024-06-24,Banka Kartı,2855.29,Gıda,Yemek
2024,Nisan,9,2024-04-09,Dijital Cüzdan,2481.28,Abonelikler,Online hizmet
2024,Şubat,8,2024-02-08,Nakit,4447.88,Abonelikler,Yazılım
2024,Şubat,18,2024-02-18,Banka Kartı,5864.96,Ulaşım,Benzin
2024,Nisan,16,2024-04-16,Kredi Kartı,6674.7,Ulaşım,Toplu taşıma
2024,Nisan,21,2024-04-21,Banka Kartı,3826.82,Ulaşım,Toplu taşıma
2024,Nisan,20,2024-04-20,Dijital Cüzdan,5738.16,Abonelikler,Online hizmet
2024,Ocak,21,2024-01-21,Kredi Kartı,3414.92,Fatura,Su
2024,Mayıs,13,2024-05-13,Kredi Kartı,7129.13,Gıda,Restoran
2024,Haziran,18,2024-06-18,Kredi Kartı,8611.92,Giyim,Aksesuar
2024,Nisan,18,2024-04-18,Kredi Kartı,2152.08,Fatura,Elektrik
2024,Mart,29,2024-03-29,Kredi Kartı,1947.84,Abonelikler,Online hizmet
2024,Mayıs,30,2024-05-30,Banka Kartı,7866.1,Sağlık,Doktor
2024,Mart,30,2024-03-30,Nakit,5882.53,Giyim,Kıyafet
2024,Nisan,16,2024-04-16,Kredi Kartı,343.61,Ulaşım,Toplu taşıma
2024,Nisan,6,2024-04-06,Dijital Cüzdan,6818.02,Gıda,Restoran
2024,Mart,7,2024-03-07,Kredi Kartı,6375.29,Gıda,Restoran
2024,Haziran,2,2024-06-02,Kredi Kartı,8396.08,Fatura,Elektrik
2024,Nisan,20,2024-04-20,Nakit,6987.51,Sağlık,Hastane
2024,Mart,2,2024-03-02,Dijital Cüzdan,6209.18,Giyim,Kıyafet
2024,Mart,17,2024-03-17,Nakit,2391.3,Ulaşım,Araç kiralama
2024,Şubat,4,2024-02-04,Kredi Kartı,2009.27,Ulaşım,Benzin
2024,Haziran,3,2024-06-03,Nakit,4686.37,Fatura,Su
2024,Nisan,9,2024-04-09,Banka Kartı,3967.79,Gıda,Market alışverişi
2024,Şubat,28,2024-02-28,Nakit,8184.2,Ulaşım,Benzin
2024,Mayıs,6,2024-05-06,Dijital Cüzdan,4118.31,Ulaşım,Benzin
2024,Ocak,8,2024-01-08,Nakit,2084.74,Ulaşım,Araç kiralama
2024,Mart,5,2024-03-05,Dijital Cüzdan,1.0,Eğlence,Etkinlik
2024,Mayıs,29,2024-05-29,Banka Kartı,6672.59,Sağlık,Hastane
2024,Ocak,4,2024-01-04,Nakit,1.0,Abonelikler,Dergi
2024,Nisan,11,2024-04-11,Nakit,2618.52,Ulaşım,Benzin
2024,Şubat,17,2024-02-17,Banka Kartı,7659.7,Abonelikler,Online hizmet
2024,Mart,28,2024-03-28,Nakit,1004.44,Fatura,Su
2024,Mart,13,2024-03-13,Nakit,1179.53,Giyim,Aksesuar
2024,Şubat,2,2024-02-02,Dijital Cüzdan,56.69,Abonelikler,Dergi
2024,Mayıs,6,2024-05-06,Dijital Cüzdan,7011.12,Giyim,Aksesuar
2024,Nisan,28,2024-04-28,Banka Kartı,588.65,Abonelikler,Yazılım
2024,Mayıs,23,2024-05-23,Kredi Kartı,5668.85,Ulaşım,Toplu taşıma
2024,Nisan,5,2024-04-05,Kredi Kartı,6366.31,Fatura,Doğalgaz
2024,Mayıs,3,2024-05-03,Dijital Cüzdan,4665.66,Fatura,Elektrik
2024,Şubat,28,2024-02-28,Kredi Kartı,4754.07,Giyim,Aksesuar
2024,Ocak,25,2024-01-25,Nakit,6589.33,Ulaşım,Benzin
2024,Mayıs,7,2024-05-07,Nakit,5561.45,Abonelikler,Online hizmet
2024,Şubat,12,2024-02-12,Dijital Cüzdan,3462.31,Fatura,Elektrik
2024,Ocak,6,2024-01-06,Dijital Cüzdan,10086.43,Sağlık,Doktor
2024,Mart,9,2024-03-09,Kredi Kartı,1843.15,Abonelikler,Online hizmet
2024,Şubat,9,2024-02-09,Kredi Kartı,6450.21,Abonelikler,Yazılım
2024,Mart,25,2024-03-25,Kredi Kartı,6842.47,Ulaşım,Araç kiralama
2024,Mayıs,17,2024-05-17,Nakit,5456.92,Abonelikler,Yazılım
2024,Haziran,2,2024-06-02,Nakit,8783.83,Giyim,Ayakkabı
2024,Nisan,9,2024-04-09,Kredi Kartı,10907.06,Fatura,Elektrik
2024,Nisan,12,2024-04-12,Dijital Cüzdan,5966.53,Ulaşım,Benzin
2024,Mayıs,30,2024-05-30,Nakit,3110.34,Fatura,Doğalgaz
2024,Haziran,12,2024-06-12,Nakit,3127.61,Ulaşım,Araç kiralama
2024,Haziran,4,2024-06-04,Banka Kartı,2174.73,Sağlık,Doktor
2024,Ocak,1,2024-01-01,Kredi Kartı,3216.45,Sağlık,İlaç
2024,Mayıs,26,2024-05-26,Dijital Cüzdan,6114.24,Abonelikler,Yazılım
2024,Mart,19,2024-03-19,Banka Kartı,5177.88,Gıda,Market alışverişi
2024,Haziran,2,2024-06-02,Nakit,782.01,Ulaşım,Toplu taşıma
2024,Haziran,2,2024-06-02,Nakit,1242.72,Abonelikler,Dergi
2024,Nisan,6,2024-04-06,Kredi Kartı,5055.43,Abonelikler,Yazılım
2024,Mart,29,2024-03-29,Banka Kartı,4612.63,Giyim,Aksesuar
2024,Şubat,27,2024-02-27,Dijital Cüzdan,6022.02,Gıda,Yemek
2024,Haziran,3,2024-06-03,Banka Kartı,1.0,Ulaşım,Toplu taşıma
2024,Mayıs,8,2024-05-08,Banka Kartı,6251.95,Ulaşım,Araç kiralama
2024,Haziran,2,2024-06-02,Banka Kartı,1334.02,Ulaşım,Toplu taşıma
2024,Mayıs,19,2024-05-19,Dijital Cüzdan,6527.53,Ulaşım,Araç kiralama
2024,Haziran,4,2024-06-04,Kredi Kartı,6200.63,Giyim,Kıyafet
2024,Ocak,18,2024-01-18,Kredi Kartı,3391.08,Abonelikler,Yazılım
2024,Nisan,9,2024-04-09,Nakit,1259.57,Abonelikler,Yazılım
2024,Şubat,4,2024-02-04,Dijital Cüzdan,2456.15,Sağlık,İlaç
2024,Nisan,13,2024-04-13,Nakit,5653.17,Sağlık,Doktor
2024,Nisan,14,2024-04-14,Nakit,1582.12,Ulaşım,Benzin
2024,Nisan,23,2024-04-23,Kredi Kartı,13685.96,Gıda,Yemek
2024,Ocak,9,2024-01-09,Nakit,11706.01,Fatura,Doğalgaz
2024,Mayıs,5,2024-05-05,Nakit,10924.38,Sağlık,Doktor
2024,Şubat,26,2024-02-26,Kredi Kartı,3219.48,Abonelikler,Dergi
2024,Şubat,18,2024-02-18,Nakit,4274.96,Giyim,Kıyafet
2024,Ocak,6,2024-01-06,Nakit,5859.51,Fatura,Su
2024,Nisan,19,2024-04-19,Banka Kartı,8061.67,Fatura,Elektrik
2024,Nisan,6,2024-04-06,Kredi Kartı,4960.99,Abonelikler,Yazılım
2024,Haziran,28,2024-06-28,Banka Kartı,5004.96,Giyim,Aksesuar
2024,Nisan,1,2024-04-01,Banka Kartı,465.91,Sağlık,İlaç
2024,Şubat,29,2024-02-29,Banka Kartı,9157.23,Ulaşım,Benzin
2024,Haziran,4,2024-06-04,Banka Kartı,1091.63,Ulaşım,Araç kiralama
2024,Şubat,21,2024-02-21,Nakit,3291.92,Fatura,Su
2024,Haziran,11,2024-06-11,Dijital Cüzdan,9788.99,Abonelikler,Yazılım
2024,Nisan,8,2024-04-08,Kredi Kartı,4427.96,Ulaşım,Toplu taşıma
2024,Şubat,5,2024-02-05,Kredi Kartı,5584.26,Fatura,Su
2024,Şubat,28,2024-02-28,Nakit,9709.8,Fatura,Elektrik
2024,Mart,27,2024-03-27,Nakit,5324.76,Eğlence,Konser
2024,Ocak,30,2024-01-30,Banka Kartı,3349.34,Eğlence,Sinema
2024,Mart,15,2024-03-15,Kredi Kartı,2166.17,Eğlence,Konser
2024,Mart,7,2024-03-07,Dijital Cüzdan,3975.8,Gıda,Yemek
2024,Nisan,2,2024-04-02,Nakit,9095.31,Gıda,Restoran
2024,Mart,27,2024-03-27,Nakit,4840.42,Eğlence,Sinema
2024,Ocak,15,2024-01-15,Banka Kartı,6322.61,Gıda,Yemek
2024,Mayıs,8,2024-05-08,Nakit,3325.45,Fatura,Doğalgaz
2024,Nisan,8,2024-04-08,Nakit,6039.31,Abonelikler,Dergi
2024,Şubat,24,2024-02-24,Nakit,2582.81,Giyim,Aksesuar
2024,Nisan,10,2024-04-10,Banka Kartı,3450.18,Abonelikler,Dergi
2024,Haziran,28,2024-06-28,Banka Kartı,2072.59,Gıda,Market alışverişi
2024,Mayıs,16,2024-05-16,Nakit,7213.13,Fatura,Elektrik
2024,Mayıs,12,2024-05-12,Nakit,3611.45,Eğlence,Etkinlik
2024,Haziran,19,2024-06-19,Dijital Cüzdan,9501.97,Gıda,Market alışverişi
2024,Ocak,1,2024-01-01,Nakit,6083.95,Fatura,Su
2024,Nisan,6,2024-04-06,Nakit,3443.55,Eğlence,Konser
2024,Mart,30,2024-03-30,Dijital Cüzdan,6616.99,Ulaşım,Benzin
2024,Mart,13,2024-03-13,Dijital Cüzdan,5160.07,Fatura,Doğalgaz
2024,Nisan,3,2024-04-03,Kredi Kartı,3001.57,Fatura,Doğalgaz
2024,Mayıs,23,2024-05-23,Nakit,6907.12,Ulaşım,Araç kiralama
2024,Nisan,24,2024-04-24,Banka Kartı,3615.33,Ulaşım,Benzin
2024,Şubat,19,2024-02-19,Banka Kartı,9744.5,Fatura,Elektrik
2024,Haziran,2,2024-06-02,Nakit,1.0,Sağlık,Doktor
2024,Ocak,4,2024-01-04,Nakit,9853.74,Abonelikler,Yazılım
2024,Haziran,26,2024-06-26,Dijital Cüzdan,2066.85,Fatura,Su
2024,Şubat,18,2024-02-18,Banka Kartı,4969.52,Giyim,Kıyafet
2024,Nisan,2,2024-04-02,Kredi Kartı,6228.08,Gıda,Yemek
2024,Nisan,10,2024-04-10,Banka Kartı,6584.2,Ulaşım,Araç kiralama
2024,Mart,11,2024-03-11,Banka Kartı,7066.51,Abonelikler,Online hizmet
2024,Şubat,13,2024-02-13,Banka Kartı,10334.25,Ulaşım,Benzin
2024,Ocak,19,2024-01-19,Banka Kartı,5511.01,Sağlık,İlaç
2024,Haziran,9,2024-06-09,Dijital Cüzdan,6160.57,Fatura,Elektrik
2024,Haziran,30,2024-06-30,Dijital Cüzdan,363.25,Abonelikler,Dergi
2024,Mart,22,2024-03-22,Dijital Cüzdan,6813.1,Eğlence,Sinema
2024,Nisan,18,2024-04-18,Nakit,851.8,Giyim,Ayakkabı
2024,Haziran,6,2024-06-06,Nakit,4565.8,Giyim,Aksesuar
2024,Ocak,14,2024-01-14,Nakit,4314.14,Ulaşım,Benzin
2024,Şubat,17,2024-02-17,Nakit,5390.59,Giyim,Ayakkabı
2024,Ocak,10,2024-01-10,Kredi Kartı,1.0,Sağlık,Doktor
2024,Ocak,31,2024-01-31,Nakit,5445.55,Fatura,Elektrik
2024,Şubat,29,2024-02-29,Kredi Kartı,5996.4,Sağlık,Doktor
2024,Mart,26,2024-03-26,Kredi Kartı,6932.77,Ulaşım,Araç kiralama
2024,Ocak,7,2024-01-07,Banka Kartı,9939.19,Giyim,Aksesuar
2024,Şubat,9,2024-02-09,Kredi Kartı,3808.14,Ulaşım,Benzin
2024,Nisan,24,2024-04-24,Dijital Cüzdan,5240.79,Sağlık,İlaç
2024,Mayıs,22,2024-05-22,Dijital Cüzdan,1.0,Fatura,Elektrik
2024,Mart,5,2024-03-05,Kredi Kartı,8935.02,Sağlık,Doktor
2024,Mart,14,2024-03-14,Kredi Kartı,2379.11,Gıda,Yemek
2024,Nisan,5,2024-04-05,Nakit,4388.19,Sağlık,Hastane
2024,Şubat,15,2024-02-15,Banka Kartı,4455.74,Ulaşım,Toplu taşıma
2024,Nisan,18,2024-04-18,Nakit,2713.36,Giyim,Ayakkabı
2024,Haziran,26,2024-06-26,Dijital Cüzdan,4337.53,Fatura,Doğalgaz
2024,Mayıs,21,2024-05-21,Nakit,7031.63,Fatura,Doğalgaz
2024,Mart,20,2024-03-20,Kredi Kartı,6745.35,Ulaşım,Toplu taşıma
2024,Nisan,16,2024-04-16,Kredi Kartı,4237.68,Abonelikler,Online hizmet
2024,Mart,21,2024-03-21,Kredi Kartı,5442.64,Giyim,Aksesuar
2024,Nisan,7,2024-04-07,Nakit,2230.92,Eğlence,Sinema
2024,Mayıs,16,2024-05-16,Banka Kartı,9749.71,Giyim,Aksesuar
2024,Mayıs,14,2024-05-14,Kredi Kartı,8427.16,Sağlık,Doktor
2024,Mayıs,31,2024-05-31,Banka Kartı,1359.83,Gıda,Restoran
2024,Mayıs,5,2024-05-05,Kredi Kartı,1668.69,Sağlık,İlaç
2024,Ocak,16,2024-01-16,Kredi Kartı,12759.83,Sağlık,Hastane
2024,Mayıs,5,2024-05-05,Nakit,3186.01,Gıda,Yemek
2024,Mart,22,2024-03-22,Dijital Cüzdan,5199.68,Eğlence,Etkinlik
2024,Haziran,6,2024-06-06,Banka Kartı,5212.38,Eğlence,Konser
2024,Mayıs,30,2024-05-30,Dijital Cüzdan,1227.94,Sağlık,Hastane
2024,Ocak,14,2024-01-14,Kredi Kartı,1478.36,Gıda,Restoran
2024,Ocak,8,2024-01-08,Nakit,5060.94,Abonelikler,Yazılım
2024,Şubat,8,2024-02-08,Dijital Cüzdan,2225.58,Ulaşım,Benzin
2024,Şubat,14,2024-02-14,Kredi Kartı,11703.28,Ulaşım,Araç kiralama
2024,Mayıs,6,2024-05-06,Dijital Cüzdan,4385.8,Giyim,Ayakkabı
2024,Mayıs,7,2024-05-07,Nakit,3957.84,Fatura,Su
2024,Mart,14,2024-03-14,Banka Kartı,6565.29,Eğlence,Sinema
2024,Mart,21,2024-03-21,Nakit,5122.33,Ulaşım,Araç kiralama
2024,Mayıs,6,2024-05-06,Nakit,4503.42,Ulaşım,Benzin
2024,Nisan,6,2024-04-06,Kredi Kartı,3364.22,Sağlık,Doktor
2024,Mayıs,22,2024-05-22,Dijital Cüzdan,8396.42,Sağlık,İlaç
2024,Mart,5,2024-03-05,Kredi Kartı,4282.31,Eğlence,Konser
2024,Mart,13,2024-03-13,Dijital Cüzdan,2474.69,Giyim,Aksesuar
2024,Nisan,25,2024-04-25,Nakit,4998.59,Fatura,Elektrik
2024,Haziran,2,2024-06-02,Banka Kartı,1587.15,Giyim,Ayakkabı
2024,Şubat,6,2024-02-06,Kredi Kartı,5115.01,Abonelikler,Online hizmet
2024,Nisan,6,2024-04-06,Dijital Cüzdan,776.62,Ulaşım,Benzin
2024,Mayıs,3,2024-05-03,Nakit,4184.28,Eğlence,Sinema
2024,Mart,17,2024-03-17,Kredi Kartı,5126.91,Abonelikler,Online hizmet
2024,Nisan,22,2024-04-22,Banka Kartı,264.35,Abonelikler,Yazılım
2024,Mart,6,2024-03-06,Banka Kartı,1154.83,Eğlence,Etkinlik
2024,Haziran,27,2024-06-27,Banka Kartı,2117.58,Abonelikler,Yazılım
2024,Nisan,9,2024-04-09,Banka Kartı,4705.66,Eğlence,Etkinlik
2024,Şubat,28,2024-02-28,Dijital Cüzdan,842.0,Abonelikler,Dergi
